# year,dir,winners_rank,path,created_by,prog,filetype,winners_show,display_via,winners_text,ext
1994,schnitzi,300,1994_schnitzi.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1994,shapiro,null,README.md,null,null,markdown,false,null,null,md
1994,shapiro,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1994,shapiro,null,shapiro.md,null,null,markdown,false,null,null,md
1994,shapiro,null,.winner.json,jwinner,null,json,false,null,null,json
1994,shapiro,10,index.html,readme2index,null,html,true,browser,click here first,html
1994,shapiro,20,shapiro.c,null,main,c,true,github,winning source,c
1994,shapiro,30,Makefile,null,null,makefile,true,github,how to compile,null
1994,shapiro,50,shapiro.orig.c,null,orig,c,true,github,original source,c
1994,shapiro,100,shapiro.html,md2html,null,html,true,browser,author hints,html
1994,shapiro,300,1994_shapiro.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1994,smr,null,README.md,null,null,markdown,false,null,null,md
1994,smr,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1994,smr,null,.winner.json,jwinner,null,json,false,null,null,json
1994,smr,10,index.html,readme2index,null,html,true,browser,click here first,html
1994,smr,20,smr.c,null,main,c,true,github,winning source,c
1994,smr,30,Makefile,null,null,makefile,true,github,how to compile,null
1994,smr,50,smr.orig.c,null,orig,c,true,github,original source,c
1994,smr,300,1994_smr.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1994,tvr,null,README.md,null,null,markdown,false,null,null,md
1994,tvr,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1994,tvr,null,.winner.json,jwinner,null,json,false,null,null,json
1994,tvr,10,index.html,readme2index,null,html,true,browser,click here first,html
1994,tvr,20,tvr.c,null,main,c,true,github,winning source,c
1994,tvr,30,Makefile,null,null,makefile,true,github,how to compile,null
1994,tvr,40,tvr.alt.c,null,alt,c,true,github,alternative source,c
1994,tvr,50,tvr.orig.c,null,orig,c,true,github,original source,c
1994,tvr,150,tvr.bw,null,null,text,true,github,black and white,bw
1994,tvr,150,tvr.color,null,null,text,true,github,RGB values,color
1994,tvr,300,1994_tvr.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1994,weisberg,null,README.md,null,null,markdown,false,null,null,md
1994,weisberg,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1994,weisberg,null,.winner.json,jwinner,null,json,false,null,null,json
1994,weisberg,10,index.html,readme2index,null,html,true,browser,click here first,html
1994,weisberg,20,weisberg.c,null,main,c,true,github,winning source,c
1994,weisberg,30,Makefile,null,null,makefile,true,github,how to compile,null
1994,weisberg,50,weisberg.orig.c,null,orig,c,true,github,original source,c
1994,weisberg,300,1994_weisberg.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1994,westley,null,README.md,null,null,markdown,false,null,null,md
1994,westley,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1994,westley,null,.winner.json,jwinner,null,json,false,null,null,json
1994,westley,10,index.html,readme2index,null,html,true,browser,click here first,html
1994,westley,20,westley.c,null,main,c,true,github,winning source,c
1994,westley,30,Makefile,null,null,makefile,true,github,how to compile,null
1994,westley,50,westley.orig.c,null,orig,c,true,github,original source,c
1994,westley,200,spoiler.sh,null,null,shellscript,true,github,SPOILER WARNING,sh
1994,westley,300,1994_westley.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,cdua,null,README.md,null,null,markdown,false,null,null,md
1995,cdua,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,cdua,null,.winner.json,jwinner,null,json,false,null,null,json
1995,cdua,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,cdua,20,cdua.c,null,main,c,true,github,winning source,c
1995,cdua,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,cdua,40,cdua.alt.c,null,alt,c,true,github,alternative source,c
1995,cdua,50,cdua.orig.c,null,orig,c,true,github,original source,c
1995,cdua,300,1995_cdua.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,dodsond1,null,README.md,null,null,markdown,false,null,null,md
1995,dodsond1,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,dodsond1,null,.winner.json,jwinner,null,json,false,null,null,json
1995,dodsond1,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,dodsond1,20,dodsond1.c,null,main,c,true,github,winning source,c
1995,dodsond1,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,dodsond1,50,dodsond1.orig.c,null,orig,c,true,github,original source,c
1995,dodsond1,100,try.this.txt,null,null,text,true,github,sample input,txt
1995,dodsond1,300,1995_dodsond1.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,dodsond2,null,README.md,null,null,markdown,false,null,null,md
1995,dodsond2,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,dodsond2,null,.winner.json,jwinner,null,json,false,null,null,json
1995,dodsond2,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,dodsond2,20,dodsond2.c,null,main,c,true,github,winning source,c
1995,dodsond2,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,dodsond2,50,dodsond2.orig.c,null,orig,c,true,github,original source,c
1995,dodsond2,300,1995_dodsond2.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,esde,null,README.md,null,null,markdown,false,null,null,md
1995,esde,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,esde,null,.winner.json,jwinner,null,json,false,null,null,json
1995,esde,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,esde,20,esde.c,null,main,c,true,github,winning source,c
1995,esde,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,esde,50,esde.orig.c,null,orig,c,true,github,original source,c
1995,esde,100,esde.data2,null,null,text,true,github,example file argument,data2
1995,esde,100,esde.data,null,null,text,true,github,example file argument,data
1995,esde,300,1995_esde.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,garry,null,README.md,null,null,markdown,false,null,null,md
1995,garry,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,garry,null,.winner.json,jwinner,null,json,false,null,null,json
1995,garry,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,garry,20,garry.c,null,main,c,true,github,winning source,c
1995,garry,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,garry,40,garry.alt.c,null,alt,c,true,github,alternative source,c
1995,garry,50,garry.orig.c,null,orig,c,true,github,original source,c
1995,garry,100,garry.data,null,null,text,true,github,example input,data
1995,garry,100,garry.test.sh,null,null,shellscript,true,github,how to run,sh
1995,garry,150,garry.fmt.c,null,null,c,true,github,defocused source code,c
1995,garry,300,1995_garry.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,heathbar,null,README.md,null,null,markdown,false,null,null,md
1995,heathbar,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,heathbar,null,.winner.json,jwinner,null,json,false,null,null,json
1995,heathbar,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,heathbar,20,heathbar.c,null,main,c,true,github,winning source,c
1995,heathbar,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,heathbar,50,heathbar.orig.c,null,orig,c,true,github,original source,c
1995,heathbar,300,1995_heathbar.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,leo,null,README.md,null,null,markdown,false,null,null,md
1995,leo,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,leo,null,.winner.json,jwinner,null,json,false,null,null,json
1995,leo,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,leo,20,leo.c,null,main,c,true,github,winning source,c
1995,leo,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,leo,50,leo.orig.c,null,orig,c,true,github,original source,c
1995,leo,300,1995_leo.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,makarios,null,README.md,null,null,markdown,false,null,null,md
1995,makarios,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,makarios,null,.winner.json,jwinner,null,json,false,null,null,json
1995,makarios,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,makarios,20,makarios.c,null,main,c,true,github,winning source,c
1995,makarios,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,makarios,50,makarios.orig.c,null,orig,c,true,github,original source,c
1995,makarios,300,1995_makarios.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,savastio,null,README.md,null,null,markdown,false,null,null,md
1995,savastio,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,savastio,null,.winner.json,jwinner,null,json,false,null,null,json
1995,savastio,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,savastio,20,savastio.c,null,main,c,true,github,winning source,c
1995,savastio,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,savastio,50,savastio.orig.c,null,orig,c,true,github,original source,c
1995,savastio,300,1995_savastio.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,schnitzi,null,README.md,null,null,markdown,false,null,null,md
1995,schnitzi,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,schnitzi,null,.winner.json,jwinner,null,json,false,null,null,json
1995,schnitzi,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,schnitzi,20,schnitzi.c,null,main,c,true,github,winning source,c
1995,schnitzi,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,schnitzi,50,schnitzi.orig.c,null,orig,c,true,github,original source,c
1995,schnitzi,300,1995_schnitzi.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,spinellis,null,README.md,null,null,markdown,false,null,null,md
1995,spinellis,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,spinellis,null,.winner.json,jwinner,null,json,false,null,null,json
1995,spinellis,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,spinellis,20,spinellis.c,null,main,c,true,github,winning source,c
1995,spinellis,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,spinellis,50,spinellis.orig.c,null,orig,c,true,github,original source,c
1995,spinellis,300,1995_spinellis.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1995,vanschnitz,null,README.md,null,null,markdown,false,null,null,md
1995,vanschnitz,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1995,vanschnitz,null,.winner.json,jwinner,null,json,false,null,null,json
1995,vanschnitz,10,index.html,readme2index,null,html,true,browser,click here first,html
1995,vanschnitz,20,vanschnitz.c,null,main,c,true,github,winning source,c
1995,vanschnitz,30,Makefile,null,null,makefile,true,github,how to compile,null
1995,vanschnitz,50,vanschnitz.orig.c,null,orig,c,true,github,original source,c
1995,vanschnitz,200,spoiler.c,null,null,c,true,github,SPOILER WARNING,c
1995,vanschnitz,300,1995_vanschnitz.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,august,null,README.md,null,null,markdown,false,null,null,md
1996,august,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,august,null,.winner.json,jwinner,null,json,false,null,null,json
1996,august,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,august,20,august.c,null,main,c,true,github,winning source,c
1996,august,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,august,50,august.orig.c,null,orig,c,true,github,original source,c
1996,august,100,fac.oc,null,null,oc,true,github,oc source,oc
1996,august,100,parse.oc,null,null,oc,true,github,oc source,oc
1996,august,100,test.oc,null,null,oc,true,github,oc source,oc
1996,august,150,try.sh,null,null,shellscript,true,github,how to run,sh
1996,august,300,1996_august.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,dalbec,null,README.md,null,null,markdown,false,null,null,md
1996,dalbec,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,dalbec,null,.winner.json,jwinner,null,json,false,null,null,json
1996,dalbec,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,dalbec,20,dalbec.c,null,main,c,true,github,winning source,c
1996,dalbec,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,dalbec,50,dalbec.orig.c,null,orig,c,true,github,original source,c
1996,dalbec,300,1996_dalbec.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,eldby,null,README.md,null,null,markdown,false,null,null,md
1996,eldby,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,eldby,null,.winner.json,jwinner,null,json,false,null,null,json
1996,eldby,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,eldby,20,eldby.c,null,main,c,true,github,winning source,c
1996,eldby,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,eldby,40,eldby.alt.c,null,alt,c,true,github,alternative source,c
1996,eldby,50,eldby.orig.c,null,orig,c,true,github,original source,c
1996,eldby,300,1996_eldby.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,gandalf,null,README.md,null,null,markdown,false,null,null,md
1996,gandalf,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,gandalf,null,.winner.json,jwinner,null,json,false,null,null,json
1996,gandalf,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,gandalf,20,gandalf.c,null,main,c,true,github,winning source,c
1996,gandalf,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,gandalf,50,gandalf.orig.c,null,orig,c,true,github,original source,c
1996,gandalf,300,1996_gandalf.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,huffman,null,README.md,null,null,markdown,false,null,null,md
1996,huffman,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,huffman,null,.winner.json,jwinner,null,json,false,null,null,json
1996,huffman,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,huffman,20,huffman.c,null,main,c,true,github,winning source,c
1996,huffman,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,huffman,50,huffman.orig.c,null,orig,c,true,github,original source,c
1996,huffman,300,1996_huffman.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,jonth,null,README.md,null,null,markdown,false,null,null,md
1996,jonth,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,jonth,null,.winner.json,jwinner,null,json,false,null,null,json
1996,jonth,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,jonth,20,jonth.c,null,main,c,true,github,winning source,c
1996,jonth,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,jonth,50,jonth.orig.c,null,orig,c,true,github,original source,c
1996,jonth,300,1996_jonth.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,rcm,null,README.md,null,null,markdown,false,null,null,md
1996,rcm,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,rcm,null,rfc1951.gz,null,null,gzip,false,null,null,gz
1996,rcm,null,rfc1952.gz,null,null,gzip,false,null,null,gz
1996,rcm,null,.winner.json,jwinner,null,json,false,null,null,json
1996,rcm,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,rcm,20,rcm.c,null,main,c,true,github,winning source,c
1996,rcm,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,rcm,50,rcm.orig.c,null,orig,c,true,github,original source,c
1996,rcm,300,1996_rcm.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,schweikh1,null,README.md,null,null,markdown,false,null,null,md
1996,schweikh1,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,schweikh1,null,.winner.json,jwinner,null,json,false,null,null,json
1996,schweikh1,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,schweikh1,20,schweikh1.c,null,main,c,true,github,winning source,c
1996,schweikh1,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,schweikh1,50,schweikh1.orig.c,null,orig,c,true,github,original source,c
1996,schweikh1,100,errno.h,null,null,c,true,github,declare errno as an extern int,h
1996,schweikh1,300,1996_schweikh1.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,schweikh2,null,README.md,null,null,markdown,false,null,null,md
1996,schweikh2,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,schweikh2,null,.winner.json,jwinner,null,json,false,null,null,json
1996,schweikh2,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,schweikh2,20,schweikh2.c,null,main,c,true,github,winning source,c
1996,schweikh2,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,schweikh2,50,schweikh2.orig.c,null,orig,c,true,github,original source,c
1996,schweikh2,100,hunni.c,null,null,c,true,github,original slightly obfuscated source,c
1996,schweikh2,100,hunni.pl,null,null,perl,true,github,perl script to obfuscate c,pl
1996,schweikh2,300,1996_schweikh2.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,schweikh3,null,README.md,null,null,markdown,false,null,null,md
1996,schweikh3,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,schweikh3,null,.winner.json,jwinner,null,json,false,null,null,json
1996,schweikh3,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,schweikh3,20,schweikh3.c,null,main,c,true,github,winning source,c
1996,schweikh3,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,schweikh3,50,schweikh3.orig.c,null,orig,c,true,github,original source,c
1996,schweikh3,100,schweikh3.info,null,null,text,true,github,example output from various systems,info
1996,schweikh3,300,1996_schweikh3.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1996,westley,null,README.md,null,null,markdown,false,null,null,md
1996,westley,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1996,westley,null,.winner.json,jwinner,null,json,false,null,null,json
1996,westley,10,index.html,readme2index,null,html,true,browser,click here first,html
1996,westley,20,westley.c,null,main,c,true,github,winning source,c
1996,westley,30,Makefile,null,null,makefile,true,github,how to compile,null
1996,westley,40,westley.alt.c,null,alt,c,true,github,alternative source,c
1996,westley,50,westley.orig.c,null,orig,c,true,github,original source,c
1996,westley,100,clock1,null,null,shellscript,true,github,how to run,null
1996,westley,100,clock2,null,null,shellscript,true,github,how to run,null
1996,westley,100,clock3,null,null,shellscript,true,github,how to run,null
1996,westley,300,1996_westley.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,banks,null,README.md,null,null,markdown,false,null,null,md
1998,banks,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,banks,null,.winner.json,jwinner,null,json,false,null,null,json
1998,banks,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,banks,20,banks.c,null,main,c,true,github,winning source,c
1998,banks,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,banks,50,banks.orig.c,null,orig,c,true,github,original source,c
1998,banks,150,bb.sc,null,null,text,true,github,scenery file,sc
1998,banks,150,horizon.sc,null,null,text,true,github,scenery file,sc
1998,banks,150,mountains.sc,null,null,text,true,github,scenery file,sc
1998,banks,150,pittsburgh.sc,null,null,text,true,github,scenery file,sc
1998,banks,150,pyramids.sc,null,null,text,true,github,scenery file,sc
1998,banks,150,river.sc,null,null,text,true,github,scenery file,sc
1998,banks,300,1998_banks.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,bas1,null,README.md,null,null,markdown,false,null,null,md
1998,bas1,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,bas1,null,.winner.json,jwinner,null,json,false,null,null,json
1998,bas1,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,bas1,20,bas1.c,null,main,c,true,github,winning source,c
1998,bas1,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,bas1,50,bas1.orig.c,null,orig,c,true,github,original source,c
1998,bas1,300,1998_bas1.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,bas2,null,README.md,null,null,markdown,false,null,null,md
1998,bas2,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,bas2,null,.winner.json,jwinner,null,json,false,null,null,json
1998,bas2,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,bas2,20,bas2.c,null,main,c,true,github,winning source,c
1998,bas2,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,bas2,50,bas2.orig.c,null,orig,c,true,github,original source,c
1998,bas2,300,1998_bas2.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,chaos,null,README.md,null,null,markdown,false,null,null,md
1998,chaos,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,chaos,null,.winner.json,jwinner,null,json,false,null,null,json
1998,chaos,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,chaos,20,chaos.c,null,main,c,true,github,winning source,c
1998,chaos,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,chaos,50,chaos.orig.c,null,orig,c,true,github,original source,c
1998,chaos,150,cube.data,null,null,text,true,github,data file,data
1998,chaos,150,desk.data,null,null,text,true,github,data file,data
1998,chaos,150,ioccc.data,null,null,text,true,github,data file,data
1998,chaos,150,pyramid.data,null,null,text,true,github,data file,data
1998,chaos,150,xwing.data,null,null,text,true,github,data file,data
1998,chaos,300,1998_chaos.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,df,null,README.md,null,null,markdown,false,null,null,md
1998,df,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,df,null,.winner.json,jwinner,null,json,false,null,null,json
1998,df,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,df,20,df.c,null,main,c,true,github,winning source,c
1998,df,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,df,50,df.orig.c,null,orig,c,true,github,original source,c
1998,df,300,1998_df.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,dlowe,null,README.md,null,null,markdown,false,null,null,md
1998,dlowe,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,dlowe,null,.winner.json,jwinner,null,json,false,null,null,json
1998,dlowe,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,dlowe,20,dlowe.c,null,main,c,true,github,winning source,c
1998,dlowe,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,dlowe,40,dlowe.alt.c,null,alt,c,true,github,alternative source,c
1998,dlowe,50,dlowe.orig.c,null,orig,c,true,github,original source,c
1998,dlowe,300,1998_dlowe.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,dloweneil,null,README.md,null,null,markdown,false,null,null,md
1998,dloweneil,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,dloweneil,null,.winner.json,jwinner,null,json,false,null,null,json
1998,dloweneil,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,dloweneil,20,dloweneil.c,null,main,c,true,github,winning source,c
1998,dloweneil,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,dloweneil,50,dloweneil.orig.c,null,orig,c,true,github,original source,c
1998,dloweneil,300,1998_dloweneil.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,dorssel,null,README.md,null,null,markdown,false,null,null,md
1998,dorssel,null,dorssel.md,null,null,markdown,false,null,null,md
1998,dorssel,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,dorssel,null,.winner.json,jwinner,null,json,false,null,null,json
1998,dorssel,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,dorssel,20,dorssel.c,null,main,c,true,github,winning source,c
1998,dorssel,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,dorssel,50,dorssel.orig.c,null,orig,c,true,github,original source,c
1998,dorssel,100,dorssel.html,md2html,null,html,true,browser,author description of entry,html
1998,dorssel,300,1998_dorssel.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,fanf,null,README.md,null,null,markdown,false,null,null,md
1998,fanf,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,fanf,null,.winner.json,jwinner,null,json,false,null,null,json
1998,fanf,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,fanf,20,fanf.c,null,main,c,true,github,winning source,c
1998,fanf,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,fanf,50,fanf.orig.c,null,orig,c,true,github,original source,c
1998,fanf,150,fanf.lambda,null,null,text,true,github,lambda expressions,lambda
1998,fanf,300,1998_fanf.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,schnitzi,null,README.md,null,null,markdown,false,null,null,md
1998,schnitzi,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,schnitzi,null,.winner.json,jwinner,null,json,false,null,null,json
1998,schnitzi,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,schnitzi,20,schnitzi.c,null,main,c,true,github,winning source,c
1998,schnitzi,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,schnitzi,50,schnitzi.orig.c,null,orig,c,true,github,original source,c
1998,schnitzi,300,1998_schnitzi.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,schweikh1,null,README.md,null,null,markdown,false,null,null,md
1998,schweikh1,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,schweikh1,null,.winner.json,jwinner,null,json,false,null,null,json
1998,schweikh1,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,schweikh1,20,schweikh1.c,null,main,c,true,github,winning source,c
1998,schweikh1,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,schweikh1,40,schweikh1.alt.c,null,alt,c,true,github,alternative source,c
1998,schweikh1,50,schweikh1.orig.c,null,orig,c,true,github,original source,c
1998,schweikh1,150,info,null,null,text,true,github,standards compliance,null
1998,schweikh1,300,1998_schweikh1.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,schweikh2,null,README.md,null,null,markdown,false,null,null,md
1998,schweikh2,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,schweikh2,null,.winner.json,jwinner,null,json,false,null,null,json
1998,schweikh2,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,schweikh2,20,schweikh2.c,null,main,c,true,github,winning source,c
1998,schweikh2,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,schweikh2,50,schweikh2.orig.c,null,orig,c,true,github,original source,c
1998,schweikh2,300,1998_schweikh2.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,schweikh3,null,README.md,null,null,markdown,false,null,null,md
1998,schweikh3,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
1998,schweikh3,null,.winner.json,jwinner,null,json,false,null,null,json
1998,schweikh3,10,index.html,readme2index,null,html,true,browser,click here first,html
1998,schweikh3,20,schweikh3.c,null,main,c,true,github,winning source,c
1998,schweikh3,30,Makefile,null,null,makefile,true,github,how to compile,null
1998,schweikh3,50,schweikh3.orig.c,null,orig,c,true,github,original source,c
1998,schweikh3,100,samefile.1.dupe,null,null,man,true,github,samefile man page,dupe
1998,schweikh3,100,samefile.1,null,null,man,true,github,samefile man page,1
1998,schweikh3,300,1998_schweikh3.tar.bz2,mkwinnertbz2,null,tbz2,true,download,download winning source,bz2
1998,tomtorfs,null,README.md,null,null,markdown,false,null,null,md
1998,tomtorfs,null,.gitignore,null,null,gitignore,false,null,list of files that should not be committed under git,gitignore
