# year,dir,file_path,inventory_order,OK_to_edit,display_as,display_via_github,entry_text
1994,dodsond1,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,dodsond1,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,dodsond1,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,dodsond1,.path,4000000000,false,path,true,directory path from top directory
1994,dodsond1,index.html,4294967295,false,html,false,this web page
1994,dodsond2,dodsond2.c,20,true,c,true,entry source
1994,dodsond2,Makefile,30,true,makefile,true,entry Makefile
1994,dodsond2,dodsond2.alt.c,40,true,c,true,alternate code
1994,dodsond2,dodsond2.orig.c,50,false,c,true,original source
1994,dodsond2,dodsond2.gz,150,true,gzip,false,original source in gzip form
1994,dodsond2,1994_dodsond2.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,dodsond2,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,dodsond2,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,dodsond2,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,dodsond2,.path,4000000000,false,path,true,directory path from top directory
1994,dodsond2,index.html,4294967295,false,html,false,this web page
1994,horton,horton.c,20,true,c,true,entry source
1994,horton,Makefile,30,true,makefile,true,entry Makefile
1994,horton,horton.alt.c,40,true,c,true,alternate code
1994,horton,horton.orig.c,50,false,c,true,original source
1994,horton,gtface.c,100,true,c,true,gtface source code
1994,horton,try.alt.sh,100,true,shellscript,true,script to try alternate code
1994,horton,try.sh,100,true,shellscript,true,script to try entry
1994,horton,login_sept92-pp28-31.pdf,125,true,pdf,false,login article on graphics for dumb terminals
1994,horton,gtface.data,150,true,text,true,data for gtfsace
1994,horton,1994_horton.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,horton,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,horton,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,horton,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,horton,.path,4000000000,false,path,true,directory path from top directory
1994,horton,index.html,4294967295,false,html,false,this web page
1994,imc,imc.c,20,true,c,true,entry source
1994,imc,Makefile,30,true,makefile,true,entry Makefile
1994,imc,imc.orig.c,50,false,c,true,original source
1994,imc,try.sh,100,true,shellscript,true,script to try entry
1994,imc,1994_imc.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,imc,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,imc,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,imc,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,imc,.path,4000000000,false,path,true,directory path from top directory
1994,imc,index.html,4294967295,false,html,false,this web page
1994,ldb,ldb.c,20,true,c,true,entry source
1994,ldb,Makefile,30,true,makefile,true,entry Makefile
1994,ldb,ldb.orig.c,50,false,c,true,original source
1994,ldb,try.sh,100,true,shellscript,true,script to try entry
1994,ldb,1994_ldb.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,ldb,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,ldb,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,ldb,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,ldb,.path,4000000000,false,path,true,directory path from top directory
1994,ldb,index.html,4294967295,false,html,false,this web page
1994,schnitzi,schnitzi.c,20,true,c,true,entry source
1994,schnitzi,Makefile,30,true,makefile,true,entry Makefile
1994,schnitzi,schnitzi.alt2.c,40,true,c,true,second alternate code
1994,schnitzi,schnitzi.alt.c,40,true,c,true,alternate code
1994,schnitzi,schnitzi.orig.c,50,true,c,true,original source
1994,schnitzi,try.alt.sh,100,true,shellscript,true,script to try alternate code
1994,schnitzi,try.sh,100,true,shellscript,true,script to try entry
1994,schnitzi,try.txt,100,true,text,false,input data for try.sh
1994,schnitzi,1994_schnitzi.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,schnitzi,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,schnitzi,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,schnitzi,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,schnitzi,.path,4000000000,false,path,true,directory path from top directory
1994,schnitzi,index.html,4294967295,false,html,false,this web page
1994,shapiro,shapiro.c,20,true,c,true,entry source
1994,shapiro,Makefile,30,true,makefile,true,entry Makefile
1994,shapiro,shapiro.orig.c,50,true,c,true,original source
1994,shapiro,shapiro.html,100,false,html,false,author hints
1994,shapiro,1994_shapiro.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,shapiro,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,shapiro,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,shapiro,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,shapiro,.path,4000000000,false,path,true,directory path from top directory
1994,shapiro,shapiro.md,4000000000,true,markdown,true,markdown source for shapiro.html
1994,shapiro,index.html,4294967295,false,html,false,this web page
1994,smr,smr.c,20,true,c,true,entry source
1994,smr,Makefile,30,true,makefile,true,entry Makefile
1994,smr,smr.orig.c,50,true,c,true,original source
1994,smr,try.sh,100,true,shellscript,true,script to try entry
1994,smr,1994_smr.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,smr,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,smr,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,smr,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,smr,.path,4000000000,false,path,true,directory path from top directory
1994,smr,index.html,4294967295,false,html,false,this web page
1994,tvr,tvr.c,20,true,c,true,entry source
1994,tvr,Makefile,30,true,makefile,true,entry Makefile
1994,tvr,tvr.alt.c,40,true,c,true,alternate code
1994,tvr,tvr.orig.c,50,true,c,true,original source
1994,tvr,try.alt.bw.sh,100,true,shellscript,true,demonstrate alt code in black and white mode
1994,tvr,try.alt.color.sh,100,true,shellscript,true,demonstrate alt code in colour mode
1994,tvr,try.bw.sh,100,true,shellscript,true,demonstrate code in black and white mode
1994,tvr,try.color.sh,100,true,shellscript,true,demonstrate alt code in colour mode
1994,tvr,tvr.bw,150,true,text,true,black and white
1994,tvr,tvr.color,150,true,text,true,RGB values
1994,tvr,1994_tvr.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,tvr,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,tvr,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,tvr,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,tvr,.path,4000000000,false,path,true,directory path from top directory
1994,tvr,index.html,4294967295,false,html,false,this web page
1994,weisberg,weisberg.c,20,true,c,true,entry source
1994,weisberg,Makefile,30,true,makefile,true,entry Makefile
1994,weisberg,weisberg.orig.c,50,true,c,true,original source
1994,weisberg,primes.sh,100,true,shellscript,true,feed primes to the program
1994,weisberg,try.sh,100,true,shellscript,true,script to try entry
1994,weisberg,1994_weisberg.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,weisberg,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,weisberg,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,weisberg,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,weisberg,.path,4000000000,false,path,true,directory path from top directory
1994,weisberg,index.html,4294967295,false,html,false,this web page
1994,westley,westley.c,20,true,c,true,entry source
1994,westley,Makefile,30,true,makefile,true,entry Makefile
1994,westley,westley.alt.c,40,true,c,true,alternate code
1994,westley,westley.orig.c,50,true,c,true,original source
1994,westley,try.alt.sh,100,true,shellscript,true,script to try alternate code
1994,westley,try.sh,100,true,shellscript,true,script to try entry
1994,westley,1994_westley.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1994,westley,README.md,4000000000,true,markdown,true,markdown source for this web page
1994,westley,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1994,westley,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1994,westley,.path,4000000000,false,path,true,directory path from top directory
1994,westley,index.html,4294967295,false,html,false,this web page
1995,cdua,cdua.c,20,true,c,true,entry source
1995,cdua,Makefile,30,true,makefile,true,entry Makefile
1995,cdua,cdua.alt.c,40,true,c,true,alternate code
1995,cdua,cdua.orig.c,50,false,c,true,original source
1995,cdua,1995_cdua.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,cdua,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,cdua,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,cdua,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,cdua,.path,4000000000,false,path,true,directory path from top directory
1995,cdua,index.html,4294967295,false,html,false,this web page
1995,dodsond1,dodsond1.c,20,true,c,true,entry source
1995,dodsond1,Makefile,30,true,makefile,true,entry Makefile
1995,dodsond1,dodsond1.orig.c,50,false,c,true,original source
1995,dodsond1,try.sh,100,true,shellscript,true,script to try entry
1995,dodsond1,try.this.txt,100,true,text,false,sample input
1995,dodsond1,1995_dodsond1.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,dodsond1,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,dodsond1,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,dodsond1,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,dodsond1,.path,4000000000,false,path,true,directory path from top directory
1995,dodsond1,index.html,4294967295,false,html,false,this web page
1995,dodsond2,dodsond2.c,20,true,c,true,entry source
1995,dodsond2,Makefile,30,true,makefile,true,entry Makefile
1995,dodsond2,dodsond2.orig.c,50,false,c,true,original source
1995,dodsond2,1995_dodsond2.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,dodsond2,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,dodsond2,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,dodsond2,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,dodsond2,.path,4000000000,false,path,true,directory path from top directory
1995,dodsond2,index.html,4294967295,false,html,false,this web page
1995,esde,esde.c,20,true,c,true,entry source
1995,esde,Makefile,30,true,makefile,true,entry Makefile
1995,esde,esde.orig.c,50,false,c,true,original source
1995,esde,esde.data,100,true,text,true,example file argument
1995,esde,esde.data2,100,true,text,true,example file argument
1995,esde,try.sh,100,true,shellscript,true,script to try entry
1995,esde,1995_esde.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,esde,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,esde,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,esde,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,esde,.path,4000000000,false,path,true,directory path from top directory
1995,esde,index.html,4294967295,false,html,false,this web page
1995,garry,garry.c,20,true,c,true,entry source
1995,garry,Makefile,30,true,makefile,true,entry Makefile
1995,garry,garry.alt.c,40,true,c,true,alternate code
1995,garry,garry.orig.c,50,false,c,true,original source
1995,garry,garry.data,100,true,text,true,example input
1995,garry,try.alt.sh,100,true,shellscript,true,script to try alternate code
1995,garry,try.sh,100,true,shellscript,true,script to try entry
1995,garry,garry.fmt.c,150,true,c,true,defocused source code
1995,garry,1995_garry.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,garry,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,garry,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,garry,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,garry,.path,4000000000,false,path,true,directory path from top directory
1995,garry,index.html,4294967295,false,html,false,this web page
1995,heathbar,heathbar.c,20,true,c,true,entry source
1995,heathbar,Makefile,30,true,makefile,true,entry Makefile
1995,heathbar,heathbar.orig.c,50,false,c,true,original source
1995,heathbar,try.sh,100,true,shellscript,true,script to try entry
1995,heathbar,1995_heathbar.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,heathbar,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,heathbar,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,heathbar,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,heathbar,.path,4000000000,false,path,true,directory path from top directory
1995,heathbar,index.html,4294967295,false,html,false,this web page
1995,leo,leo.c,20,true,c,true,entry source
1995,leo,Makefile,30,true,makefile,true,entry Makefile
1995,leo,leo.orig.c,50,false,c,true,original source
1995,leo,spoiler1.html,100,false,html,false,spoiler document
1995,leo,try.sh,100,true,shellscript,true,script to try entry
1995,leo,1995_leo.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,leo,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,leo,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,leo,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,leo,.path,4000000000,false,path,true,directory path from top directory
1995,leo,spoiler1.md,4000000000,true,markdown,true,markdown source for spoiler1.html
1995,leo,index.html,4294967295,false,html,false,this web page
1995,makarios,makarios.c,20,true,c,true,entry source
1995,makarios,Makefile,30,true,makefile,true,entry Makefile
1995,makarios,makarios.orig.c,50,false,c,true,original source
1995,makarios,1995_makarios.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,makarios,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,makarios,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,makarios,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,makarios,.path,4000000000,false,path,true,directory path from top directory
1995,makarios,index.html,4294967295,false,html,false,this web page
1995,savastio,savastio.c,20,true,c,true,entry source
1995,savastio,Makefile,30,true,makefile,true,entry Makefile
1995,savastio,savastio.orig.c,50,true,c,true,original source
1995,savastio,try.sh,100,true,shellscript,true,script to try entry
1995,savastio,1995_savastio.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,savastio,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,savastio,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,savastio,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,savastio,.path,4000000000,false,path,true,directory path from top directory
1995,savastio,index.html,4294967295,false,html,false,this web page
1995,schnitzi,schnitzi.c,20,true,c,true,entry source
1995,schnitzi,Makefile,30,true,makefile,true,entry Makefile
1995,schnitzi,schnitzi.orig.c,50,true,c,true,original source
1995,schnitzi,try.sh,100,true,shellscript,true,script to try entry
1995,schnitzi,1995_schnitzi.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,schnitzi,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,schnitzi,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,schnitzi,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,schnitzi,.path,4000000000,false,path,true,directory path from top directory
1995,schnitzi,index.html,4294967295,false,html,false,this web page
1995,spinellis,spinellis.c,20,true,c,true,entry source
1995,spinellis,Makefile,30,true,makefile,true,entry Makefile
1995,spinellis,spinellis.orig.c,50,true,c,true,original source
1995,spinellis,1995_spinellis.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,spinellis,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,spinellis,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,spinellis,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,spinellis,.path,4000000000,false,path,true,directory path from top directory
1995,spinellis,index.html,4294967295,false,html,false,this web page
1995,vanschnitz,vanschnitz.c,20,true,c,true,entry source
1995,vanschnitz,Makefile,30,true,makefile,true,entry Makefile
1995,vanschnitz,vanschnitz.alt.c,40,true,c,true,alternate code
1995,vanschnitz,vanschnitz.orig.c,50,true,c,true,original source
1995,vanschnitz,try.sh,100,true,shellscript,true,script to try entry
1995,vanschnitz,1995_vanschnitz.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1995,vanschnitz,README.md,4000000000,true,markdown,true,markdown source for this web page
1995,vanschnitz,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1995,vanschnitz,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1995,vanschnitz,.path,4000000000,false,path,true,directory path from top directory
1995,vanschnitz,index.html,4294967295,false,html,false,this web page
1996,august,august.c,20,true,c,true,entry source
1996,august,Makefile,30,true,makefile,true,entry Makefile
1996,august,august.orig.c,50,false,c,true,original source
1996,august,fac.oc,100,true,oc,true,oc source
1996,august,parse.oc,100,true,oc,true,oc source
1996,august,test.oc,100,true,oc,true,oc source
1996,august,try.sh,100,true,shellscript,true,script to try entry
1996,august,1996_august.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,august,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,august,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,august,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,august,.path,4000000000,false,path,true,directory path from top directory
1996,august,index.html,4294967295,false,html,false,this web page
1996,dalbec,dalbec.c,20,true,c,true,entry source
1996,dalbec,Makefile,30,true,makefile,true,entry Makefile
1996,dalbec,dalbec.orig.c,50,false,c,true,original source
1996,dalbec,try.sh,100,true,shellscript,true,script to try entry
1996,dalbec,1996_dalbec.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,dalbec,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,dalbec,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,dalbec,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,dalbec,.path,4000000000,false,path,true,directory path from top directory
1996,dalbec,index.html,4294967295,false,html,false,this web page
1996,eldby,eldby.c,20,true,c,true,entry source
1996,eldby,Makefile,30,true,makefile,true,entry Makefile
1996,eldby,eldby.alt.c,40,true,c,true,alternate code
1996,eldby,eldby.orig.c,50,false,c,true,original source
1996,eldby,1996_eldby.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,eldby,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,eldby,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,eldby,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,eldby,.path,4000000000,false,path,true,directory path from top directory
1996,eldby,index.html,4294967295,false,html,false,this web page
1996,gandalf,gandalf.c,20,true,c,true,entry source
1996,gandalf,Makefile,30,true,makefile,true,entry Makefile
1996,gandalf,gandalf.orig.c,50,false,c,true,original source
1996,gandalf,try.sh,100,true,shellscript,true,script to try entry
1996,gandalf,1996_gandalf.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,gandalf,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,gandalf,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,gandalf,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,gandalf,.path,4000000000,false,path,true,directory path from top directory
1996,gandalf,index.html,4294967295,false,html,false,this web page
1996,huffman,huffman.c,20,true,c,true,entry source
1996,huffman,Makefile,30,true,makefile,true,entry Makefile
1996,huffman,huffman.orig.c,50,false,c,true,original source
1996,huffman,try.sh,100,true,shellscript,true,script to try entry
1996,huffman,1996_huffman.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,huffman,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,huffman,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,huffman,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,huffman,.path,4000000000,false,path,true,directory path from top directory
1996,huffman,index.html,4294967295,false,html,false,this web page
1996,jonth,jonth.c,20,true,c,true,entry source
1996,jonth,Makefile,30,true,makefile,true,entry Makefile
1996,jonth,jonth.orig.c,50,false,c,true,original source
1996,jonth,1996_jonth.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,jonth,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,jonth,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,jonth,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,jonth,.path,4000000000,false,path,true,directory path from top directory
1996,jonth,index.html,4294967295,false,html,false,this web page
1996,rcm,rcm.c,20,true,c,true,entry source
1996,rcm,Makefile,30,true,makefile,true,entry Makefile
1996,rcm,rcm.orig.c,50,true,c,true,original source
1996,rcm,try.sh,100,true,shellscript,true,script to try entry
1996,rcm,1996_rcm.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,rcm,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,rcm,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,rcm,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,rcm,.path,4000000000,false,path,true,directory path from top directory
1996,rcm,rfc1951.gz,4000000000,true,gzip,false,input data
1996,rcm,rfc1952.gz,4000000000,true,gzip,false,input data
1996,rcm,index.html,4294967295,false,html,false,this web page
1996,schweikh1,schweikh1.c,20,true,c,true,entry source
1996,schweikh1,Makefile,30,true,makefile,true,entry Makefile
1996,schweikh1,schweikh1.orig.c,50,true,c,true,original source
1996,schweikh1,errno.h,100,true,c,true,declare errno as an extern int
1996,schweikh1,try.sh,100,true,shellscript,true,script to try entry
1996,schweikh1,1996_schweikh1.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,schweikh1,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,schweikh1,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,schweikh1,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,schweikh1,.path,4000000000,false,path,true,directory path from top directory
1996,schweikh1,index.html,4294967295,false,html,false,this web page
1996,schweikh2,schweikh2.c,20,true,c,true,entry source
1996,schweikh2,Makefile,30,true,makefile,true,entry Makefile
1996,schweikh2,schweikh2.orig.c,50,true,c,true,original source
1996,schweikh2,hunni.c,100,true,c,true,original slightly obfuscated source
1996,schweikh2,hunni.pl,100,true,perl,true,perl script to obfuscate c
1996,schweikh2,try.sh,100,true,shellscript,true,script to try entry
1996,schweikh2,1996_schweikh2.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,schweikh2,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,schweikh2,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,schweikh2,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,schweikh2,.path,4000000000,false,path,true,directory path from top directory
1996,schweikh2,index.html,4294967295,false,html,false,this web page
1996,schweikh3,schweikh3.c,20,true,c,true,entry source
1996,schweikh3,Makefile,30,true,makefile,true,entry Makefile
1996,schweikh3,schweikh3.orig.c,50,true,c,true,original source
1996,schweikh3,schweikh3.info,100,true,text,true,example output from various systems
1996,schweikh3,1996_schweikh3.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,schweikh3,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,schweikh3,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,schweikh3,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,schweikh3,.path,4000000000,false,path,true,directory path from top directory
1996,schweikh3,index.html,4294967295,false,html,false,this web page
1996,westley,westley.c,20,true,c,true,entry source
1996,westley,Makefile,30,true,makefile,true,entry Makefile
1996,westley,westley.alt.c,40,true,c,true,alternate code
1996,westley,westley.orig.c,50,true,c,true,original source
1996,westley,clock1.sh,100,true,shellscript,true,script to try first clock
1996,westley,clock2.sh,100,true,shellscript,true,script to try second clock
1996,westley,clock3.sh,100,true,shellscript,true,script to try third clock
1996,westley,try.alt.sh,100,true,shellscript,true,script to try alternate code
1996,westley,try.sh,100,true,shellscript,true,script to try entry
1996,westley,1996_westley.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1996,westley,README.md,4000000000,true,markdown,true,markdown source for this web page
1996,westley,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1996,westley,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1996,westley,.path,4000000000,false,path,true,directory path from top directory
1996,westley,index.html,4294967295,false,html,false,this web page
1998,banks,banks.c,20,true,c,true,entry source
1998,banks,Makefile,30,true,makefile,true,entry Makefile
1998,banks,banks.orig.c,50,false,c,true,original source
1998,banks,keysym.h,100,true,c,true,included header file
1998,banks,bb.sc,150,true,text,true,scenery file
1998,banks,horizon.sc,150,true,text,true,scenery file
1998,banks,mountains.sc,150,true,text,true,scenery file
1998,banks,pittsburgh.sc,150,true,text,true,scenery file
1998,banks,pyramids.sc,150,true,text,true,scenery file
1998,banks,river.sc,150,true,text,true,scenery file
1998,banks,1998_banks.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1998,banks,README.md,4000000000,true,markdown,true,markdown source for this web page
1998,banks,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1998,banks,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1998,banks,.path,4000000000,false,path,true,directory path from top directory
1998,banks,index.html,4294967295,false,html,false,this web page
1998,bas1,bas1.c,20,true,c,true,entry source
1998,bas1,Makefile,30,true,makefile,true,entry Makefile
1998,bas1,bas1.orig.c,50,false,c,true,original source
1998,bas1,bas1.sh,100,true,shellscript,true,script to try entry bas1
1998,bas1,1998_bas1.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1998,bas1,README.md,4000000000,true,markdown,true,markdown source for this web page
1998,bas1,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1998,bas1,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1998,bas1,.path,4000000000,false,path,true,directory path from top directory
1998,bas1,index.html,4294967295,false,html,false,this web page
1998,bas2,bas2.c,20,true,c,true,entry source
1998,bas2,Makefile,30,true,makefile,true,entry Makefile
1998,bas2,bas2.orig.c,50,false,c,true,original source
1998,bas2,try.sh,100,true,shellscript,true,script to try entry
1998,bas2,1998_bas2.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1998,bas2,README.md,4000000000,true,markdown,true,markdown source for this web page
1998,bas2,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1998,bas2,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1998,bas2,.path,4000000000,false,path,true,directory path from top directory
1998,bas2,index.html,4294967295,false,html,false,this web page
1998,chaos,chaos.c,20,true,c,true,entry source
1998,chaos,Makefile,30,true,makefile,true,entry Makefile
1998,chaos,chaos.orig.c,50,false,c,true,original source
1998,chaos,try.sh,100,true,shellscript,true,script to try entry
1998,chaos,cube.data,150,true,text,true,data file
1998,chaos,desk.data,150,true,text,true,data file
1998,chaos,ioccc.data,150,true,text,true,data file
1998,chaos,pyramid.data,150,true,text,true,data file
1998,chaos,xwing.data,150,true,text,true,data file
1998,chaos,1998_chaos.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1998,chaos,README.md,4000000000,true,markdown,true,markdown source for this web page
1998,chaos,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1998,chaos,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1998,chaos,.path,4000000000,false,path,true,directory path from top directory
1998,chaos,index.html,4294967295,false,html,false,this web page
1998,df,df.c,20,true,c,true,entry source
1998,df,Makefile,30,true,makefile,true,entry Makefile
1998,df,df.orig.c,50,false,c,true,original source
1998,df,try.sh,100,true,shellscript,true,script to try entry
1998,df,1998_df.tar.bz2,1415926535,false,tbz2,false,download entry tarball
1998,df,README.md,4000000000,true,markdown,true,markdown source for this web page
1998,df,.entry.json,4000000000,true,json,true,entry summary and manifest in JSON
1998,df,.gitignore,4000000000,true,gitignore,true,list of files that should not be committed under git
1998,df,.path,4000000000,false,path,true,directory path from top directory
1998,df,index.html,4294967295,false,html,false,this web page
1998,dlowe,dlowe.c,20,true,c,true,entry source
1998,dlowe,Makefile,30,true,makefile,true,entry Makefile
1998,dlowe,dlowe.alt.c,40,true,c,true,alternate code
